recent_reviews
89
49
54
57
54
87
91
83
NaN
80
82
63
51
40
94
71
49
82
62
95
NaN
65
66
98
91
68
76
46
91
92
93
77
91
62
72
88
64
NaN
94
76
93
97
92
50
NaN
NaN
60
72
82
77
71
64
NaN
66
85
77
69
57
75
66
86
80
78
99
92
53
87
93
86
NaN
78
76
93
84
46
54
NaN
61
NaN
84
81
79
94
56
92
94
76
81
84
82
92
72
78
80
60
89
72
74
57
93
NaN
83
87
NaN
61
94
60
73
85
79
50
81
73
88
50
77
85
62
73
75
100
89
93
56
NaN
86
74
83
80
84
79
82
82
58
94
78
64
71
65
75
62
75
83
93
70
66
70
NaN
76
90
86
51
65
83
76
70
NaN
NaN
92
84
79
93
93
83
92
92
93
80
88
94
93
84
95
80
NaN
76
77
60
93
71
82
71
75
42
NaN
93
45
94
89
81
NaN
94
69
90
96
69
79
78
62
90
86
89
66
93
52
97
63
79
NaN
78
61
95
74
79
94
92
76
67
66
81
82
98
91
66
86
74
NaN
82
NaN
48
89
70
86
86
89
96
68
97
85
96
77
75
NaN
88
94
74
NaN
70
76
94
96
82
83
58
83
93
82
78
NaN
NaN
57
92
82
81
NaN
93
88
32
56
97
92
91
93
66
95
73
86
67
85
87
61
81
80
NaN
92
74
NaN
90
71
93
88
75
NaN
78
97
82
94
94
75
63
NaN
68
86
72
80
94
82
71
NaN
92
69
NaN
73
72
57
NaN
91
70
87
90
77
66
81
95
NaN
88
NaN
84
79
96
61
96
94
73
74
80
NaN
78
86
90
NaN
NaN
90
88
91
68
NaN
84
64
76
92
64
68
86
76
91
66
76
79
NaN
66
85
70
72
78
83
65
96
NaN
79
67
88
87
82
78
73
68
86
91
62
93
51
76
69
59
81
53
100
77
57
27
97
76
NaN
NaN
NaN
84
78
NaN
NaN
80
77
73
85
66
87
69
75
NaN
100
56
66
93
60
78
88
91
73
86
NaN
NaN
96
90
NaN
87
60
41
95
79
96
NaN
96
76
NaN
93
NaN
89
NaN
81
NaN
98
76
NaN
NaN
NaN
91
92
58
82
100
NaN
96
NaN
88
53
91
66
NaN
69
91
84
42
66
34
47
NaN
91
86
93
69
68
52
94
92
94
98
84
83
87
90
NaN
NaN
NaN
86
NaN
92
90
85
94
56
NaN
83
NaN
96
89
NaN
NaN
83
86
82
NaN
84
70
93
71
80
62
100
NaN
93
83
67
59
84
NaN
31
50
92
59
78
61
83
NaN
85
90
79
93
89
96
86
70
65
93
96
NaN
96
97
73
59
NaN
78
63
91
71
94
65
NaN
87
64
81
NaN
40
NaN
87
82
79
73
NaN
51
88
95
60
88
63
82
74
NaN
95
50
71
NaN
84
NaN
76
91
80
64
84
91
60
82
82
100
100
87
91
43
64
66
95
70
NaN
92
42
62
67
84
86
NaN
92
48
88
92
88
90
75
84
93
68
90
54
82
89
59
86
NaN
84
71
NaN
92
65
56
83
75
90
90
94
81
87
87
90
NaN
53
87
47
78
92
91
NaN
NaN
67
77
87
67
NaN
85
78
91
82
92
80
79
65
98
68
82
83
92
82
80
73
83
50
94
84
NaN
NaN
69
NaN
NaN
80
92
72
92
NaN
92
94
57
76
84
73
76
