reviews
92
49
71
61
74
92
91
85
44
83
84
78
51
75
94
77
44
88
84
97
70
90
63
97
92
74
81
60
91
96
87
81
91
68
86
87
NaN
NaN
95
80
93
94
82
52
94
80
72
87
85
77
79
80
98
66
84
75
71
83
64
69
93
86
89
96
96
54
82
98
87
71
76
73
95
84
70
55
86
74
NaN
88
81
80
95
65
93
96
82
75
78
86
93
73
77
85
72
88
86
74
55
89
82
89
82
95
64
84
69
83
84
80
59
87
77
84
45
73
93
71
77
68
97
96
88
74
81
95
73
83
73
85
88
82
82
64
94
83
78
86
52
74
74
89
88
94
74
81
89
59
73
86
85
57
67
82
80
69
77
NaN
96
87
82
95
90
71
92
92
96
81
89
92
91
75
96
86
NaN
77
90
70
94
85
85
71
77
62
87
93
62
96
92
89
87
96
67
92
97
70
80
87
69
96
85
80
63
89
77
97
57
87
78
85
79
97
78
84
95
85
85
80
68
83
81
98
93
70
89
76
NaN
87
94
54
87
76
76
82
89
96
75
97
85
93
77
88
46
88
95
86
90
66
81
94
96
90
89
77
81
95
71
88
54
94
54
95
82
91
79
96
90
27
56
97
96
84
95
75
93
51
84
78
88
93
70
87
83
97
92
87
90
95
70
94
87
93
NaN
78
98
75
96
95
83
80
82
71
94
74
76
96
90
69
76
92
64
NaN
69
74
75
NaN
92
87
81
80
75
59
83
96
75
90
NaN
86
81
97
79
97
96
69
85
76
74
89
68
86
96
NaN
94
94
93
78
87
93
78
76
92
80
57
91
77
92
67
67
85
72
64
83
70
80
70
91
73
97
83
91
81
96
90
81
91
85
76
86
94
70
96
82
83
69
82
87
68
96
78
71
37
97
74
81
85
66
93
81
80
NaN
79
75
79
88
84
84
83
79
86
97
71
66
93
67
85
79
89
66
88
86
73
97
93
71
90
72
45
95
86
98
79
95
79
68
98
98
89
88
95
100
95
74
55
83
NaN
91
85
62
71
96
70
96
80
88
66
96
72
75
69
90
90
69
75
46
45
66
93
90
95
53
86
90
78
96
93
96
91
87
88
97
91
79
56
88
72
94
94
80
95
68
NaN
83
88
97
79
71
80
81
88
84
93
84
83
92
77
93
71
95
84
95
93
80
76
85
94
46
71
94
65
87
81
85
66
88
91
83
97
86
92
94
73
83
92
96
79
95
94
67
71
76
78
82
85
76
88
70
94
86
63
84
99
67
85
85
89
84
55
79
73
92
94
74
91
42
83
70
49
95
69
90
NaN
77
79
91
89
86
75
82
94
79
79
94
93
94
94
79
65
70
85
92
72
96
93
81
76
71
90
91
68
84
78
92
86
88
94
74
82
77
72
95
78
92
94
64
94
51
90
81
83
85
74
79
75
89
91
96
92
70
88
93
90
81
81
84
73
79
94
87
67
87
79
91
95
76
93
90
94
90
80
96
87
79
52
91
66
87
69
89
82
81
77
91
61
92
96
50
NaN
85
72
82
87
97
68
96
86
91
97
61
89
83
80
79
94
68
86
87
71
76
68
66
70
88
87
85
86
76
82
48
78
83
53
78
83
77
88
91
67
85
88
66
58
93
73
82
92
91
91
85
83
94
96
91
73
96
76
88
69
85
73
91
91
94
69
92
65
93
92
64
78
74
83
95
67
86
76
66
85
73
88
97
87
87
78
83
82
89
89
97
73
94
90
73
87
83
87
90
NaN
94
75
92
83
57
94
87
NaN
84
91
75
79
91
92
62
70
82
69
90
84
93
92
71
81
65
87
68
77
88
88
98
83
91
84
84
93
65
82
91
86
80
83
81
75
97
80
79
85
84
NaN
73
57
92
83
74
93
80
61
79
51
78
96
88
95
92
78
79
92
91
45
63
86
71
87
91
92
91
59
81
78
87
93
91
96
79
93
91
NaN
91
93
79
85
95
62
85
91
85
68
49
85
84
NaN
71
79
94
81
62
84
87
87
87
64
86
95
98
80
51
NaN
85
78
89
NaN
NaN
80
85
84
87
89
81
97
84
74
96
70
94
87
71
66
84
90
72
97
79
85
86
92
94
84
NaN
60
84
88
93
69
83
86
66
91
72
75
93
91
64
49
98
94
91
83
94
86
88
76
89
91
77
91
90
81
70
84
NaN
NaN
76
93
81
74
90
87
88
90
73
77
93
75
85
84
96
82
82
90
74
63
77
91
87
96
88
93
60
95
83
64
78
93
71
99
41
62
78
95
79
89
81
72
95
90
79
78
79
87
70
76
96
83
78
73
91
84
87
85
88
95
99
85
83
91
84
95
85
92
96
81
87
69
95
49
41
95
89
96
76
50
81
95
81
91
95
87
73
96
93
86
85
84
98
77
82
85
83
75
87
68
70
77
91
88
57
83
75
94
73
90
95
97
NaN
79
85
94
96
90
83
84
78
77
73
97
94
78
81
88
81
89
94
95
79
76
93
83
78
73
71
91
63
77
92
69
97
93
93
75
89
95
86
95
80
87
57
84
72
87
93
70
89
64
63
90
95
70
NaN
84
93
94
69
62
85
93
95
95
79
81
86
70
97
95
72
90
88
72
86
81
67
95
62
85
90
77
95
90
80
93
92
96
88
87
80
90
95
69
93
93
86
85
58
76
93
83
78
88
94
NaN
92
75
81
80
79
83
92
82
82
83
97
84
88
71
86
91
78
95
87
79
90
82
85
84
91
76
79
80
82
85
77
86
97
93
91
86
93
48
82
NaN
79
94
95
98
77
90
89
75
95
95
69
94
86
89
71
69
91
94
82
93
51
89
87
89
NaN
87
72
93
90
96
82
82
NaN
79
95
98
62
91
95
94
76
90
83
83
89
95
93
69
80
95
96
93
94
82
92
85
82
83
97
59
93
84
85
71
74
84
96
69
79
87
91
69
49
77
60
53
88
92
NaN
97
94
43
87
84
76
84
77
95
75
70
92
40
92
83
40
60
78
71
NaN
89
95
96
86
71
96
94
90
82
86
81
86
92
95
93
90
64
87
89
45
70
88
82
77
88
80
87
96
87
93
94
70
94
85
68
95
NaN
85
80
87
88
97
73
90
94
96
84
84
91
87
NaN
71
97
93
65
89
81
68
76
90
71
95
82
66
84
94
94
69
87
52
90
93
90
93
79
97
91
90
80
91
94
54
72
92
86
94
80
83
78
77
91
82
94
57
81
NaN
65
70
83
89
85
83
85
95
57
81
91
77
94
89
98
83
80
94
93
94
94
91
89
80
73
84
85
83
34
89
80
72
68
83
94
92
91
91
NaN
67
91
94
76
85
86
91
53
67
78
91
49
93
84
56
88
90
51
71
83
55
92
88
87
90
71
90
66
64
89
97
54
77
95
97
61
80
72
100
63
83
81
NaN
96
91
87
94
95
80
91
78
68
76
91
59
80
91
92
99
96
64
76
84
90
NaN
92
89
81
85
87
86
90
86
96
77
95
62
73
94
83
NaN
97
97
88
89
96
67
87
73
87
64
88
46
81
95
96
84
80
82
95
83
86
NaN
85
51
70
83
93
NaN
92
92
90
80
93
89
83
50
91
82
93
62
93
84
94
72
90
92
NaN
84
94
60
95
86
98
70
82
94
81
75
95
75
97
66
62
72
94
73
81
92
96
89
88
92
87
92
90
60
96
91
84
95
87
75
92
81
NaN
73
90
73
96
94
93
88
91
85
89
81
82
89
89
95
91
96
85
93
89
77
87
74
93
60
89
95
96
88
96
75
77
88
81
87
95
83
72
97
90
87
92
100
88
84
67
88
89
88
87
96
98
47
97
73
85
92
95
60
93
90
83
85
82
84
78
84
84
79
83
50
56
91
93
88
78
78
98
97
74
92
96
58
93
97
88
84
74
57
80
94
75
96
91
91
94
53
64
68
95
94
59
62
84
94
88
90
100
89
81
95
85
95
89
78
82
90
81
51
83
80
94
82
66
76
81
70
77
95
76
88
91
79
91
88
80
61
74
88
77
76
84
55
91
89
71
93
91
84
97
67
67
87
76
57
82
67
87
93
65
88
91
89
84
92
90
80
65
82
97
77
96
89
73
82
91
87
90
90
84
51
95
90
85
88
84
94
83
79
NaN
81
97
71
75
74
60
NaN
90
95
93
80
88
87
90
94
89
76
92
87
86
76
88
79
92
62
89
91
81
82
74
88
82
83
96
82
95
88
91
50
NaN
87
77
90
84
95
94
90
64
88
85
70
86
NaN
NaN
NaN
96
94
97
77
90
91
81
71
88
82
87
78
74
93
83
74
92
73
95
84
70
77
73
50
45
66
74
69
96
77
91
NaN
71
65
97
72
58
84
93
92
87
88
70
97
77
83
94
NaN
95
86
75
90
88
96
78
73
65
50
59
76
66
96
88
83
NaN
83
87
76
87
89
91
84
83
NaN
78
NaN
95
83
84
90
82
74
88
86
88
90
53
61
82
61
80
92
94
91
91
84
69
78
42
62
86
79
84
64
94
85
77
91
85
96
79
66
90
98
89
64
94
70
84
88
89
81
45
77
90
90
77
94
89
71
84
97
83
96
95
88
86
96
93
91
72
87
89
88
96
95
83
91
87
93
67
92
80
85
94
97
81
87
96
95
80
91
88
NaN
75
86
83
63
86
87
NaN
75
93
90
69
NaN
74
95
67
91
76
86
89
86
95
88
81
82
85
91
60
92
79
89
84
96
89
88
71
97
86
65
82
96
NaN
90
90
95
92
49
NaN
83
82
52
90
48
77
85
95
92
95
92
82
80
84
97
92
92
84
71
81
70
NaN
84
67
72
80
76
92
90
93
91
88
NaN
73
92
92
88
97
79
93
82
89
96
90
80
93
82
77
72
95
88
NaN
72
82
96
77
59
73
89
96
88
76
46
82
93
90
76
88
47
87
87
72
55
92
92
74
88
91
84
NaN
92
76
51
77
91
90
77
77
80
93
95
94
NaN
89
92
86
75
90
92
78
98
90
72
88
96
82
91
85
90
89
95
49
59
81
99
97
85
91
80
70
74
94
75
97
97
89
96
NaN
88
80
71
97
83
82
83
86
97
90
82
NaN
92
93
83
88
85
87
72
93
68
91
87
77
86
53
96
51
73
NaN
62
86
94
84
79
75
83
78
95
88
76
74
87
61
89
97
89
89
93
95
88
85
86
78
97
89
NaN
79
86
77
85
100
75
NaN
77
96
48
90
87
56
89
91
61
92
90
81
97
78
87
97
91
71
71
69
84
NaN
48
93
97
100
74
90
95
NaN
91
NaN
92
82
87
89
93
NaN
70
94
86
72
77
77
83
89
75
88
94
86
87
92
94
88
91
86
85
81
NaN
92
88
82
92
76
90
78
NaN
77
92
90
96
80
82
91
94
41
61
95
91
92
NaN
84
83
94
95
93
88
76
73
83
84
77
89
75
74
81
90
95
90
86
90
72
84
90
83
89
77
92
62
94
59
88
NaN
61
93
91
85
NaN
71
79
89
92
81
79
92
51
97
70
62
78
88
94
87
81
93
75
87
85
96
62
95
NaN
77
93
88
92
92
72
60
61
86
52
68
69
94
94
74
91
78
72
48
85
NaN
84
85
79
82
92
84
68
88
87
90
81
88
78
72
99
81
89
82
78
95
91
59
84
89
84
79
92
87
66
92
97
91
79
92
85
57
69
91
64
94
92
87
85
NaN
74
NaN
63
82
89
78
84
85
NaN
97
85
85
97
70
77
96
86
89
86
95
77
86
89
90
72
89
NaN
90
94
100
98
97
90
70
NaN
89
51
91
72
NaN
89
67
82
92
83
95
85
89
57
88
70
90
83
85
92
97
84
83
79
60
80
73
96
NaN
72
84
95
89
72
45
NaN
85
45
96
91
72
73
93
NaN
77
81
95
88
88
95
71
87
75
NaN
82
87
59
94
93
97
79
88
97
72
96
58
82
91
93
NaN
74
86
85
NaN
82
64
62
77
80
73
82
64
74
94
55
93
83
79
97
85
94
83
95
93
80
79
NaN
93
94
88
49
80
NaN
56
95
95
95
70
86
80
78
72
89
86
87
80
88
79
91
84
71
NaN
92
91
81
68
96
76
87
86
74
80
69
NaN
86
77
94
85
88
65
95
70
NaN
93
94
61
NaN
96
89
95
NaN
81
91
94
86
87
NaN
88
76
88
69
80
79
65
91
71
NaN
86
91
85
72
71
NaN
92
76
NaN
86
96
98
95
NaN
99
96
87
91
86
81
84
70
79
83
97
85
58
91
90
97
83
68
97
64
94
90
85
89
NaN
88
96
89
88
92
61
47
78
95
71
55
84
94
95
73
94
76
89
80
84
77
91
58
95
83
93
61
80
77
NaN
88
89
93
79
90
90
92
86
95
62
98
92
92
NaN
95
76
84
80
88
72
86
61
54
84
76
60
93
62
79
71
NaN
91
87
95
NaN
91
62
87
85
92
80
85
86
96
87
96
61
76
NaN
83
98
65
92
90
78
92
95
94
89
62
80
91
97
93
94
84
90
90
75
79
80
95
89
76
91
91
69
62
88
80
85
97
72
NaN
100
NaN
84
96
85
41
NaN
86
84
84
91
87
75
93
90
92
49
93
87
96
80
96
64
89
87
95
85
56
88
78
89
92
NaN
76
94
78
90
88
75
87
82
74
93
77
92
87
NaN
86
87
55
84
96
91
87
77
89
NaN
81
91
48
87
51
80
NaN
84
95
NaN
80
92
85
91
87
90
70
84
NaN
80
86
NaN
89
94
92
92
100
95
63
83
84
83
NaN
94
77
NaN
92
NaN
78
70
80
46
90
80
80
89
74
57
83
66
84
81
97
96
71
79
98
NaN
NaN
91
76
93
84
89
87
90
81
67
87
86
58
84
96
78
80
NaN
92
94
86
92
83
95
94
NaN
92
NaN
NaN
86
92
90
96
90
72
78
94
67
81
95
90
93
95
91
96
76
87
91
63
61
93
87
84
95
NaN
98
86
83
70
87
80
97
91
80
64
NaN
NaN
NaN
83
97
99
86
50
87
85
73
82
88
96
70
74
88
70
72
84
96
84
58
84
70
82
84
45
91
85
95
81
82
NaN
87
87
85
78
77
82
NaN
73
78
73
NaN
84
61
NaN
68
NaN
80
95
NaN
81
100
87
85
94
68
88
87
76
81
89
NaN
95
90
78
69
95
84
75
NaN
77
49
90
69
94
94
