achievements
45
0
8
16
36
60
87
0
16
36
34
142
34
0
0
114
12
0
17
159
67
19
38
14
72
0
0
21
0
73
0
0
0
18
120
49
25
50
11
44
35
47
44
28
0
0
49
0
25
4
75
0
46
60
0
0
242
39
0
0
0
18
53
73
17
10
74
0
0
0
119
10
69
48
0
0
29
103
0
31
0
15
12
0
57
74
0
30
0
354
32
3
26
0
0
0
169
0
83
72
59
64
85
0
0
0
50
30
48
0
0
0
12
133
0
0
0
38
35
50
0
0
14
41
0
42
31
30
81
85
46
58
30
65
36
0
60
0
0
0
0
0
0
98
52
143
53
71
0
39
0
0
50
26
21
15
23
69
0
37
0
10
111
33
0
28
15
0
42
46
68
44
59
40
0
31
20
20
59
60
62
19
39
35
63
40
0
73
121
55
0
199
143
32
113
36
50
0
0
0
0
20
26
0
0
34
30
36
0
15
65
44
26
38
0
60
56
18
15
33
47
29
0
0
14
19
43
0
0
0
0
58
50
30
53
80
0
60
31
0
0
18
0
29
0
24
32
24
40
102
28
170
0
20
54
50
96
75
0
0
37
37
52
70
60
39
7
13
31
10
50
56
14
42
48
0
52
0
8
18
0
57
106
0
285
20
1746
0
74
0
11
23
33
45
0
57
14
18
0
67
0
40
15
34
34
31
44
19
42
0
0
50
0
0
0
99
77
39
28
15
0
0
50
24
20
10
49
44
25
81
47
32
55
0
37
21
139
39
44
61
0
55
60
49
0
0
55
0
16
0
68
0
18
0
256
10
117
28
21
81
0
99
48
0
13
10
7
30
0
15
60
16
26
0
0
140
35
46
0
13
125
32
12
29
11
48
20
102
26
25
58
0
0
50
70
141
35
46
20
33
27
52
0
0
24
30
0
10
0
63
64
0
53
103
41
72
0
17
56
0
88
40
0
45
45
70
51
0
52
59
50
68
18
14
65
0
27
50
19
175
0
11
0
57
34
26
0
16
20
39
56
0
24
21
0
0
19
69
0
60
70
22
20
22
51
25
0
0
12
15
47
73
84
18
70
50
59
89
67
71
63
39
0
53
0
51
40
0
0
51
31
0
0
0
0
0
0
37
0
67
37
41
79
0
30
30
20
59
25
14
12
213
0
0
15
50
31
33
23
67
0
17
0
34
42
29
33
23
27
27
54
37
22
24
0
0
16
0
0
0
0
0
84
709
27
62
47
10
0
5
15
83
24
111
14
30
0
0
0
45
42
43
75
14
0
16
0
58
0
0
73
0
34
43
30
38
12
59
50
0
33
70
38
15
52
87
9
14
36
110
0
0
0
0
44
0
0
0
0
35
12
0
34
41
0
20
38
78
21
0
72
0
0
0
0
0
107
28
66
54
33
9
18
44
21
58
33
0
0
31
42
0
19
0
23
12
0
0
0
25
0
0
50
0
100
68
0
0
0
12
0
57
35
20
0
42
16
25
0
42
85
0
19
58
36
84
23
43
39
0
0
56
75
10
9
77
57
54
13
33
9
15
0
110
35
20
0
25
83
31
26
18
1
123
0
0
0
0
8
29
20
24
0
71
13
0
12
54
0
0
38
14
45
47
0
0
60
14
89
0
0
0
0
10
63
36
50
59
36
0
34
0
90
45
0
0
0
65
87
67
0
0
23
50
0
0
22
0
4
62
0
72
17
15
88
90
0
71
97
22
0
0
0
45
3
33
42
6
0
15
43
110
25
28
24
0
13
47
55
0
73
50
37
31
0
0
0
0
0
0
39
0
23
10
0
47
0
22
0
0
28
25
0
212
86
0
0
77
87
38
36
0
0
38
5
0
12
0
72
0
16
72
17
25
0
0
0
8
38
60
20
43
0
0
19
10
0
44
24
0
0
27
22
0
33
12
41
38
59
34
0
26
70
47
0
54
38
0
43
96
105
50
99
16
0
97
61
0
37
0
9
33
0
0
0
19
0
0
64
44
51
8
54
0
10
20
0
37
55
47
99
0
29
32
0
0
13
22
33
50
15
0
15
0
29
0
0
0
133
18
27
37
43
44
0
50
42
60
38
6
13
0
109
6
23
150
16
0
0
0
324
31
0
65
32
5
198
31
0
0
20
34
45
0
54
0
45
0
43
47
69
28
43
0
119
27
0
12
0
28
26
0
14
35
12
0
58
9
48
10
27
40
12
51
0
0
20
37
5
63
0
0
0
47
0
36
34
0
0
98
47
36
12
0
24
0
22
0
0
0
0
49
0
22
0
17
0
0
51
25
31
0
56
30
37
40
0
50
0
41
28
35
60
20
0
12
47
76
43
20
0
49
43
0
37
36
63
12
0
0
36
13
0
29
38
23
256
0
36
13
76
27
0
39
36
60
28
0
0
20
56
20
0
50
84
38
1
21
65
10
20
50
23
54
18
38
29
0
57
53
49
48
55
54
0
60
35
0
47
27
20
43
419
21
0
31
27
10
10
73
16
11
101
21
15
53
0
0
43
0
50
0
0
0
0
0
10
43
0
0
12
74
13
11
67
11
22
49
77
26
10
56
10
150
0
51
0
11
52
38
13
0
50
0
24
0
53
11
22
0
43
54
0
48
0
72
53
115
15
0
0
0
34
12
0
0
17
16
21
30
34
21
48
50
100
0
0
18
66
67
14
0
22
27
59
0
50
43
0
54
13
44
146
27
0
0
23
50
40
20
60
12
0
13
23
48
49
23
33
0
0
21
7
62
23
11
0
47
0
48
66
0
50
52
0
39
0
55
21
0
48
40
0
0
0
10
0
73
20
0
0
13
36
79
0
12
31
0
83
0
78
42
0
64
42
32
0
45
28
0
50
24
13
0
45
27
0
14
26
60
0
9
0
10
54
29
50
29
85
0
7
0
36
1
19
24
18
8
21
49
9
40
0
42
23
25
0
0
16
14
15
86
0
30
20
0
17
0
10
43
23
27
22
27
19
1
0
26
35
0
28
0
17
0
12
53
25
45
0
0
54
0
0
0
50
0
19
12
0
12
0
0
0
7
17
0
0
0
464
20
14
0
42
0
20
107
13
50
23
14
55
23
18
14
39
0
50
0
10
30
0
11
23
0
0
0
39
0
0
0
40
0
37
0
12
12
0
50
95
0
14
34
20
32
15
0
0
100
5
34
24
33
0
59
16
50
43
50
0
44
39
0
0
0
0
22
54
28
23
0
0
26
12
0
0
12
16
39
25
21
0
43
31
15
0
26
12
34
49
0
41
29
0
30
36
19
0
76
45
70
0
53
12
28
34
66
30
84
17
32
30
0
0
6
29
32
0
52
0
30
0
35
50
35
0
80
0
22
0
57
18
55
0
0
0
65
16
849
0
0
10
51
23
31
48
19
12
0
0
30
0
48
29
12
0
0
50
22
16
43
206
25
0
0
13
0
20
41
0
0
0
0
0
0
1142
0
0
11
30
202
108
0
46
27
26
20
0
34
0
49
0
23
48
0
29
10
6
57
20
0
14
0
7
19
35
0
0
0
10
0
31
0
26
47
35
64
0
15
45
45
0
87
34
27
0
17
0
0
17
0
96
186
56
24
16
0
30
23
13
0
28
0
33
29
40
15
44
23
33
0
10
73
74
9
46
57
7
66
33
0
0
0
43
49
15
107
38
26
0
1
16
0
0
33
70
0
0
81
0
40
63
0
1
20
18
8
20
14
0
0
0
0
75
58
13
56
0
14
0
3
42
18
76
19
0
34
51
0
0
0
8
11
0
33
36
0
12
25
80
46
4076
0
95
44
97
19
7
80
0
0
50
0
0
0
101
35
0
103
13
25
3
55
22
0
38
20
36
11
50
0
0
30
0
0
52
20
50
0
24
0
19
35
0
40
4
1
0
0
22
0
0
13
0
29
20
53
0
0
25
0
25
0
0
2
29
16
15
0
20
10
0
0
0
14
19
15
23
27
0
26
18
1
25
24
30
3
12
57
0
35
25
0
106
0
0
0
36
0
0
0
50
74
33
0
0
0
10
0
35
48
0
100
6
21
0
0
0
28
37
0
27
0
53
0
23
0
126
22
0
0
0
12
0
27
25
45
0
16
26
30
0
43
0
77
0
0
20
0
38
29
10
59
17
22
0
0
33
42
49
39
20
15
28
0
20
12
0
0
1563
0
50
38
35
52
109
0
0
50
0
0
0
0
95
40
41
20
6
26
50
28
9
19
89
28
61
15
0
32
0
35
0
0
37
11
81
13
0
0
17
12
0
0
14
20
44
0
21
300
0
0
35
30
0
19
0
0
77
59
14
47
0
73
35
20
21
0
24
119
0
46
20
0
69
36
2
0
0
32
37
52
21
0
28
0
0
10
95
17
13
65
0
17
0
7
19
16
12
23
29
0
20
32
0
30
22
40
32
16
15
7
0
50
10
0
0
24
17
21
19
10
11
165
18
21
0
0
13
0
0
7
61
20
33
0
21
18
31
0
39
0
24
0
47
0
17
18
16
50
0
37
0
28
17
37
0
38
20
43
20
0
21
0
42
51
33
0
0
59
38
31
33
0
0
25
37
0
43
0
74
71
33
12
20
50
12
70
0
16
0
0
69
27
0
11
74
0
40
40
49
15
40
72
0
6
50
40
105
0
0
0
0
0
0
32
0
14
0
0
13
20
51
15
0
50
0
0
0
50
54
15
0
162
51
13
0
12
0
17
46
0
0
73
51
59
0
37
18
21
19
0
21
38
42
16
52
100
0
59
0
0
0
0
24
53
0
0
27
37
0
0
8
0
0
0
136
0
21
0
0
3
9
34
36
100
35
25
10
0
29
0
35
0
50
0
0
0
40
0
0
15
7
0
31
13
27
27
35
24
8
10
20
0
0
0
12
25
0
2
0
0
0
20
63
29
34
12
849
41
40
12
14
48
16
13
49
36
0
0
12
0
8
51
0
26
34
60
11
0
18
24
0
43
123
29
59
9
0
0
102
152
37
0
9
35
0
13
48
0
50
0
0
24
0
45
27
32
572
69
38
39
35
0
0
0
0
8
29
46
34
19
0
40
30
16
20
0
0
42
0
36
0
42
19
35
30
0
32
0
47
0
11
0
0
0
0
21
24
44
10
0
0
13
51
20
0
21
0
31
43
6
35
0
20
29
0
28
0
58
0
0
18
42
0
0
9
45
0
43
0
34
50
0
9
47
20
41
38
50
39
48
33
0
109
34
19
30
14
66
9
33
26
22
0
10
49
55
49
0
8
37
52
0
33
0
6
18
30
50
31
0
38
65
29
15
0
19
55
38
1172
0
5
22
60
70
0
0
0
1
9
32
33
44
92
0
18
0
0
39
52
0
18
32
0
26
0
0
0
0
35
0
50
0
40
25
10
58
25
0
16
50
0
0
34
1
0
0
26
0
20
9
0
52
20
26
34
42
0
16
20
24
49
0
40
14
27
0
0
92
0
76
26
14
124
0
22
0
85
0
57
32
0
12
42
15
2
22
25
0
0
100
55
53
0
31
30
21
0
60
20
0
13
30
34
14
0
27
0
322
41
0
27
0
32
8
0
27
41
8
0
0
49
0
42
12
0
14
12
0
12
15
17
60
21
12
46
49
25
34
18
0
45
32
24
1
0
0
0
21
0
0
0
0
28
0
17
0
0
0
38
50
14
323
0
38
0
0
0
0
17
19
21
21
41
21
26
0
19
13
13
47
26
28
14
19
68
0
0
32
42
52
14
42
0
15
0
25
187
0
24
0
51
31
31
57
8
19
0
2
0
24
32
13
0
0
44
34
14
0
13
0
0
0
31
0
40
0
32
10
0
0
0
31
29
18
17
28
75
12
0
40
0
50
0
8
20
103
18
0
16
0
20
25
0
24
10
0
0
30
41
19
0
0
0
0
32
35
25
20
0
44
18
40
23
42
24
8
0
0
0
0
3
0
30
19
0
0
0
30
0
47
131
14
29
0
0
0
14
30
30
0
31
34
0
37
10
0
0
0
18
78
17
47
29
0
0
52
23
87
44
0
0
0
18
0
15
45
33
27
0
30
30
51
27
0
25
30
77
0
20
23
20
8
0
32
0
21
12
51
28
0
53
22
0
4
30
0
33
27
30
0
27
41
29
32
1
32
36
0
40
34
30
13
0
0
15
0
16
50
0
0
2
0
36
0
13
35
0
0
0
13
31
0
12
17
12
0
0
14
0
142
25
56
37
0
10
282
0
28
0
0
0
18
0
0
0
15
0
26
20
0
0
0
28
0
0
0
0
30
26
8
0
33
0
0
30
21
62
36
0
0
30
50
52
6
50
26
51
104
19
0
25
14
0
22
46
32
0
15
14
63
0
0
44
29
36
1
40
13
12
11
25
35
0
15
18
41
0
60
21
48
58
114
0
40
12
54
15
24
0
0
20
44
74
42
100
19
10
56
57
20
25
0
31
44
20
17
12
0
35
0
0
16
19
10
0
0
27
34
35
36
15
86
30
18
0
0
0
0
18
16
95
13
0
13
0
0
30
0
35
65
40
0
29
30
17
13
60
17
11
0
0
0
26
24
14
0
18
10
0
19
0
46
38
0
36
41
17
28
39
10
5
37
0
36
65
18
0
29
11
41
11
0
18
41
11
28
27
46
20
38
52
22
33
105
0
0
21
9
42
8
0
0
229
24
15
24
29
0
23
13
32
72
22
0
19
40
16
0
0
70
16
46
7
0
0
0
0
145
2
0
0
40
100
27
0
0
0
0
0
1
0
24
14
33
41
60
69
0
0
12
0
0
71
0
0
20
12
15
20
0
44
54
0
0
21
0
29
48
45
0
54
10
27
0
0
51
0
0
58
0
0
0
183
104
75
0
14
32
11
0
25
55
0
0
0
0
0
48
75
8
24
36
0
8
0
21
63
20
7
0
0
15
0
32
8
0
0
0
0
0
31
26
0
0
0
0
17
0
12
0
50
25
0
17
0
25
0
29
30
44
31
0
20
29
0
12
85
39
15
0
20
14
21
11
12
0
20
40
0
51
0
0
0
18
11
72
0
28
0
0
50
38
0
29
7
100
0
1
8
48
0
0
35
12
13
0
42
20
0
52
6
99
11
0
0
15
30
42
0
20
0
98
73
22
0
11
0
91
0
0
0
31
0
23
0
0
100
10
82
0
1
33
50
21
43
0
0
21
6
14
4
0
26
22
12
11
0
44
0
0
39
16
87
0
27
50
0
15
38
19
25
20
53
0
7
22
18
9
0
31
36
15
0
19
49
12
0
0
0
0
17
0
17
0
12
0
15
26
2220
0
10
0
2880
26
0
6
0
61
23
10
0
56
0
0
0
17
35
0
0
13
39
10
11
19
11
11
6
41
17
19
93
14
25
0
12
16
24
11
12
10
19
43
9
0
0
0
8
10
18
26
0
0
14
11
19
0
16
57
0
12
24
0
20
1
88
49
14
37
0
0
76
16
0
0
0
8
0
0
48
0
0
272
100
51
31
4
0
0
0
14
0
13
18
0
0
24
20
20
0
16
15
8
16
0
0
0
16
44
10
0
28
0
28
15
0
28
50
14
0
6
8
12
0
0
26
20
96
22
20
33
10
5
38
0
0
0
50
12
32
0
16
35
0
50
10
6
16
0
19
0
40
12
0
251
14
0
7
0
0
12
25
0
0
0
25
14
22
70
55
0
0
0
32
39
9
42
84
0
0
0
0
0
9
26
72
25
31
34
27
15
0
15
0
27
7
0
0
25
0
0
65
15
23
0
0
16
0
23
0
0
33
23
40
0
0
2
6
0
18
21
0
1
222
0
47
0
10
0
0
0
13
0
0
0
7
0
0
13
0
0
10
16
20
0
0
28
50
0
0
42
17
11
0
53
15
8
18
0
0
6
63
13
0
0
16
25
67
18
12
0
27
0
0
0
22
1
37
25
0
0
18
46
64
16
21
41
8
20
30
0
0
20
30
0
10
42
0
35
0
0
0
0
14
35
0
22
10
23
100
4
3
40
24
28
14
6
57
0
63
0
36
0
15
0
0
0
0
0
17
0
9
0
0
0
13
74
17
14
15
12
0
14
46
0
0
16
37
0
36
0
319
0
18
0
0
29
14
0
0
0
6
0
12
172
15
32
0
0
0
0
0
9
10
26
1
9
0
0
49
0
30
4
23
15
20
28
0
29
0
0
25
0
80
0
23
18
0
482
7
11
0
31
0
70
18
7
16
0
21
11
0
1
0
22
28
500
33
5
30
604
34
500
7
9
0
240
23
365
72
15
37
0
1203
1708
0
13
28
12
24
50
7
24
0
0
51
45
32
10
36
12
4
15
294
10
28
0
37
0
66
16
252
81
0
0
9
12
0
42
118
555
24
2130
0
0
14
175
28
0
13
80
0
23
100
0
590
21
0
0
8
0
25
10
10
10
42
26
22
0
30
33
48
6
11
35
26
192
0
0
0
0
0
232
23
22
12
50
9
38
51
0
8
82
0
30
0
27
0
17
10
30
0
0
37
0
0
45
16
0
0
0
0
0
39
0
300
0
0
0
0
0
0
20
12
7
0
0
303
21
0
27
0
0
12
73
36
0
0
27
24
0
0
27
45
94
7
30
24
20
0
45
31
0
0
9
0
25
0
0
0
18
5
201
50
11
8
23
0
2448
0
0
1043
45
9
20
2880
160
8
0
52
0
10
75
11
7
20
79
0
20
33
10
16
35
0
2
35
54
17
28
25
0
0
0
20
0
93
0
47
0
0
60
0
21
68
0
45
0
52
31
0
32
15
296
75
9
0
0
13
23
24
0
0
14
36
32
19
0
8
0
20
0
40
0
42
0
11
91
0
22
28
0
49
0
0
6
0
40
14
0
24
0
48
0
10
12
0
23
26
30
0
40
0
20
0
28
37
60
24
0
0
23
20
17
20
0
22
0
0
0
9
0
0
0
25
21
0
0
0
0
0
43
50
0
0
100
0
0
79
46
55
10
16
22
0
0
7
7
0
22
20
0
10
0
0
9
6
97
5
10
0
0
0
0
37
0
6
0
0
25
5
45
0
0
5
0
15
5000
0
0
0
5
0
18
0
31
13
0
12
9
0
24
56
0
0
9
0
7
32
0
29
0
0
24
8
0
0
6
140
0
6
25
0
5
0
30
20
13
5
34
0
0
41
35
0
11
0
41
0
71
0
15
34
49
17
0
63
0
19
12
46
10
0
0
11
0
0
7
35
25
0
11
0
0
21
26
0
0
0
22
59
0
0
36
20
26
0
0
56
0
0
5
24
0
18
3
0
50
4
0
12
0
14
22
0
0
0
0
0
0
28
0
0
0
27
0
22
48
21
0
0
0
17
23
0
0
7
28
0
3
38
0
21
0
12
21
20
9
21
9
13
28
7
14
0
0
14
16
0
22
7
10
93
0
35
23
0
0
10
37
0
21
0
0
0
0
92
46
40
6
0
100
59
21
41
42
0
0
35
0
0
0
0
0
0
0
5
7
0
0
30
0
21
24
0
21
47
25
20
0
0
8
0
51
0
0
0
25
0
65
0
0
8
19
38
30
26
0
10
0
40
22
27
0
0
14
0
71
0
0
0
16
102
6
0
31
33
0
12
0
0
0
9
4
5
0
25
15
0
0
0
50
13
2
5
0
24
96
10
11
24
31
45
12
18
0
26
0
0
0
0
52
22
85
17
14
0
10
0
15
4
46
14
34
107
0
5
0
0
53
0
0
79
18
62
15
0
0
0
40
19
50
0
9
8
0
0
0
0
121
34
0
47
22
47
0
4
206
10
14
7
0
0
100
11
0
100
0
100
26
100
0
0
0
12
15
18
25
0
16
30
0
0
24
15
18
0
0
0
4
30
0
0
0
0
26
0
25
30
5
0
0
8
26
0
99
32
17
154
0
5
0
0
6
0
21
0
8
30
20
3
18
15
0
0
0
0
0
100
0
9
55
5000
0
12
60
0
0
0
0
48
17
2
24
72
150
14
4
6
0
0
0
41
5000
0
10
4
0
12
0
0
9
14
14
1
16
0
49
17
9
0
25
0
24
18
12
12
0
154
39
0
18
11
0
0
0
0
0
8
40
12
27
29
0
5
2
20
15
2
0
39
12
0
0
0
50
40
21
0
0
0
0
32
9
0
0
0
0
28
0
0
25
0
0
0
0
17
0
0
20
0
12
0
100
20
0
100
30
10
6
31
44
0
50
0
0
0
0
0
0
0
0
0
0
12
27
13
1224
20
19
44
22
19
0
0
40
0
0
0
21
28
8
0
0
0
12
51
34
13
14
0
0
15
25
0
14
0
0
7
13
60
0
0
0
0
21
32
0
0
15
7
6
0
0
0
11
0
13
0
0
0
0
24
0
21
0
0
0
11
0
0
5
0
13
12
0
21
100
0
16
0
49
57
0
12
27
32
79
0
13
0
13
0
0
8
0
0
0
64
13
15
10
17
0
0
0
38
23
0
0
0
7
27
0
0
0
29
17
0
0
0
3
0
39
56
0
48
0
0
145
14
0
0
0
1
0
0
0
9
16
0
0
5
11
20
24
0
24
131
0
5
0
0
20
11
0
9
8
0
25
48
34
0
8
0
27
30
27
30
18
21
12
21
20
0
14
30
34
28
0
0
0
60
38
16
0
0
9
18
0
0
10
0
14
8
30
0
0
28
14
20
0
0
0
20
0
0
0
0
0
0
50
0
0
11
16
0
16
0
15
7
0
0
21
61
30
40
12
12
15
145
0
17
46
0
29
0
35
0
0
23
88
4
16
17
88
35
0
100
12
0
0
21
5000
60
0
27
7
35
1
9
16
48
24
10
0
13
11
32
0
0
0
28
9
5
0
20
0
0
32
50
5
25
0
0
0
24
237
45
58
5
20
22
0
0
46
0
0
11
0
56
4
0
10
0
16
0
0
23
0
14
16
0
0
12
0
15
44
0
0
83
42
21
0
44
22
0
0
25
0
0
14
33
32
51
14
102
0
90
0
12
0
1
0
10
24
11
0
0
19
8
0
1
8
0
0
18
10
0
0
0
18
14
0
20
1
0
19
0
0
28
97
0
3
23
30
20
0
34
19
0
48
10
0
0
0
56
15
11
53
10
0
1
23
0
0
11
0
0
0
0
10
17
0
0
1448
22
0
23
0
9
0
0
0
0
18
0
0
20
0
22
24
54
0
52
22
58
0
0
20
0
0
0
0
27
98
0
8
7
0
9
50
0
17
20
0
0
17
7
0
1505
32
15
41
28
15
12
0
0
0
0
0
0
102
0
0
0
22
0
40
78
100
0
9
78
10
42
43
12
0
15
0
0
100
7
0
60
7
0
99
20
0
14
0
0
25
92
19
1
136
7
0
46
5000
0
0
0
2
0
6
16
0
100
6
0
0
0
0
0
0
100
10
31
32
13
0
0
17
0
40
39
0
0
0
0
0
0
0
31
43
0
20
1
0
0
18
0
12
41
0
0
0
31
0
23
0
12
15
0
0
0
12
0
0
0
0
0
14
1002
26
14
38
32
86
16
0
0
5000
38
0
199
16
0
38
0
22
22
7
0
5
0
31
0
0
0
18
4
29
8
22
44
0
0
0
15
0
0
0
0
3
0
50
0
0
9
14
44
19
0
0
16
29
10
0
0
3
0
2
7
0
21
14
31
60
21
0
0
0
0
0
0
14
0
0
0
8
0
0
0
0
0
0
0
0
0
9
46
36
0
38
0
0
0
0
0
0
13
0
30
16
0
5
0
0
0
0
0
0
0
0
0
1
8
13
8
20
5000
100
64
0
3452
13
11
0
13
10
13
0
28
24
23
10
59
15
0
0
13
8
0
15
10
94
5000
0
16
150
29
31
21
154
12
0
27
13
0
0
46
150
526
0
4293
0
1970
0
6
36
15
11
100
23
0
48
23
14
0
0
100
0
0
0
109
13
0
18
80
32
0
1
0
69
0
150
0
15
200
0
5
0
16
77
0
14
15
45
6
15
14
13
12
0
0
67
0
5
5
13
16
0
5
0
0
0
0
9
44
0
5000
28
0
35
16
0
0
0
120
0
29
33
20
5
10
23
32
47
0
0
38
1
5000
7
0
0
0
5
6
42
12
16
0
0
0
16
32
100
21
1080
348
0
0
0
16
0
0
0
43
0
22
0
0
7
24
0
200
0
20
0
13
0
0
0
0
0
0
0
21
27
9
0
0
0
8
11
37
0
12
10
31
10
3
8
0
30
45
0
24
0
0
55
0
4
11
11
0
12
0
0
159
8
0
0
6
1
18
0
2
19
5000
0
30
45
100
210
27
0
2995
0
0
0
2008
1095
0
0
590
0
0
0
90
100
58
5
199
0
14
6
0
13
10
0
19
13
10
5000
5000
9
0
0
0
25
20
15
0
0
17
72
1
7
0
0
15
0
12
21
103
69
14
19
0
19
14
0
18
0
316
10
50
9
0
63
0
0
0
0
49
0
10
38
46
0
12
0
0
0
4
28
0
0
0
225
10
0
43
7
0
1512
0
0
4013
22
0
0
0
0
14
0
0
22
0
7
0
0
0
22
0
0
0
22
0
0
24
0
0
62
0
0
13
0
11
0
0
0
0
26
0
0
0
10
28
24
0
98
28
21
41
0
0
0
0
64
0
0
0
16
0
0
38
7
35
0
23
0
86
0
5
9
0
0
0
9
10
0
0
0
31
0
9
0
0
16
0
0
0
0
0
0
40
27
0
10
71
0
0
0
7
34
0
10
15
0
34
0
40
0
13
17
0
0
0
51
0
0
0
1
27
31
0
8
0
0
148
4
14
0
5
0
0
0
81
24
0
7
0
16
52
0
0
0
1
0
10
10
20
0
4
0
0
0
17
0
0
0
4732
0
17
70
51
0
0
0
2
408
20
0
0
0
0
0
0
53
32
0
6
0
52
25
29
0
26
17
0
0
0
0
54
27
35
0
602
4
34
0
36
18
53
0
0
0
0
14
33
0
0
0
0
0
84
13
0
0
11
0
0
19
0
0
0
51
0
11
0
0
10
0
0
0
18
22
0
0
0
12
0
0
0
0
0
0
0
27
10
52
24
8
19
0
19
0
0
0
0
0
0
0
5
20
0
22
44
14
0
100
57
0
52
0
0
0
7
5
0
34
0
50
0
0
0
20
9
0
13
24
0
0
0
99
0
26
0
72
0
17
8
0
8
36
5
9
0
0
0
9
20
0
0
0
0
15
0
16
0
0
4
0
0
1800
0
6
0
16
10
29
0
22
22
20
0
0
26
0
0
22
10
12
0
0
0
0
0
26
0
0
0
0
0
10
11
30
1
13
7
0
11
44
6
20
0
0
21
22
0
9
19
40
0
0
30
0
0
0
0
0
0
44
43
7
0
0
0
0
0
0
0
10
0
8
0
0
0
0
18
26
20
0
0
27
0
11
0
12
18
0
0
30
0
0
7
0
16
0
0
0
0
0
0
0
0
48
0
0
0
19
0
36
0
0
64
0
236
17
0
8
0
0
0
0
26
0
0
52
33
21
13
25
0
3
0
6
0
13
0
46
0
0
0
0
0
0
0
32
39
24
3
40
40
0
13
0
0
16
0
9
1
23
0
45
17
23
7
21
17
0
0
20
0
0
30
9
0
0
0
0
0
0
0
8
43
8
18
18
32
0
0
0
0
30
66
8
0
0
12
0
0
31
70
22
0
0
0
26
28
0
0
0
0
0
0
0
0
0
8
13
0
0
0
0
0
0
3
3
0
0
11
0
0
0
0
0
25
0
0
16
0
0
0
16
0
0
0
9
20
13
0
21
20
0
0
0
28
0
18
0
0
0
10
0
36
27
20
28
0
0
0
20
10
0
24
13
32
0
0
35
14
19
43
88
5
5
0
0
0
39
17
39
13
0
9
17
22
0
12
0
19
18
0
13
0
33
0
0
10
0
25
0
0
0
17
0
17
0
0
0
32
10
0
0
25
0
0
0
49
0
0
0
0
0
0
0
0
0
0
0
14
0
6
50
0
0
8
0
2230
0
5
25
6
0
0
0
14
5
0
0
0
0
5
0
0
31
3
45
32
32
0
0
15
0
0
0
32
25
20
0
0
0
0
0
0
0
124
0
70
0
12
322
0
0
6
0
14
11
30
24
34
0
0
0
0
0
0
42
0
0
10
0
0
8
0
30
24
7
0
15
0
0
0
29
0
3
6
0
0
0
9
0
27
37
12
0
27
12
16
0
0
8
0
0
0
30
29
13
0
13
16
0
0
12
32
0
0
15
0
0
22
0
6
18
8
12
5
0
2
20
13
86
29
15
10
0
0
0
9
0
0
0
0
0
12
9
16
0
317
108
0
4
75
114
0
0
0
0
0
35
8
13
0
0
4
14
0
47
43
9
0
0
0
100
0
0
0
26
0
0
0
7
52
8
30
0
0
0
51
40
0
18
18
9
0
14
0
32
0
0
0
0
0
0
0
12
0
100
0
9
0
0
0
0
5
21
0
6
0
6
7
7
9
0
0
0
0
0
8
13
0
21
21
0
0
0
24
17
17
0
0
0
11
0
7
30
15
0
11
0
0
32
5
12
8
100
12
0
15
0
0
8
